year,name,gender,ratio,females,males,total
2014,Jocabed,F,100,12,0,12
2014,Jocie,F,100,12,0,12
2014,Johncarlo,M,100,0,12,12
2014,Johncarlos,M,100,0,12,12
2014,Johnse,M,100,0,12,12
2014,Jolisa,F,100,12,0,12
2014,Jonpaul,M,100,0,12,12
2014,Josefine,F,100,12,0,12
2014,Jovee,F,100,12,0,12
2014,Jovonni,M,100,0,12,12
2014,Joylynn,F,100,12,0,12
2014,Julieana,F,100,12,0,12
2014,Julionna,F,100,12,0,12
2014,Justo,M,100,0,12,12
2014,Kaaliyah,F,100,12,0,12
2014,Kaedan,M,100,0,12,12
2014,Kaelie,F,100,12,0,12
2014,Kahmya,F,100,12,0,12
2014,Kaiana,F,100,12,0,12
2014,Kaileah,F,100,12,0,12
2014,Kailia,F,100,12,0,12
2014,Kaiulani,F,100,12,0,12
2014,Kaladin,M,100,0,12,12
2014,Kalenna,F,100,12,0,12
2014,Kalik,M,100,0,12,12
2014,Kaliq,M,100,0,12,12
2014,Kallon,M,100,0,12,12
2014,Kaloni,F,100,12,0,12
2014,Kamarii,F,58,7,5,12
2014,Kamau,M,100,0,12,12
2014,Kamilia,F,100,12,0,12
2014,Kaniah,F,100,12,0,12
2014,Kanin,M,100,0,12,12
2014,Karmella,F,100,12,0,12
2014,Karyssa,F,100,12,0,12
2014,Kasra,M,100,0,12,12
2014,Kassi,F,100,12,0,12
2014,Kastle,M,100,0,12,12
2014,Katalea,F,100,12,0,12
2014,Katerine,F,100,12,0,12
2014,Katheryne,F,100,12,0,12
2014,Kathlyn,F,100,12,0,12
2014,Kati,F,100,12,0,12
2014,Katilyn,F,100,12,0,12
2014,Kattie,F,100,12,0,12
2014,Kayal,F,100,12,0,12
2014,Kaydn,M,100,0,12,12
2014,Kaylanni,F,100,12,0,12
2014,Kaylenn,F,100,12,0,12
2014,Kaylum,M,100,0,12,12
2014,Keaghan,M,100,0,12,12
2014,Keean,M,100,0,12,12
2014,Keena,F,100,12,0,12
2014,Keishawn,M,100,0,12,12
2014,Keisi,F,100,12,0,12
2014,Keivon,M,100,0,12,12
2014,Kelaiah,F,100,12,0,12
2014,Keleigh,F,100,12,0,12
2014,Kemonie,F,100,12,0,12
2014,Kendahl,F,100,12,0,12
2014,Kendry,M,100,0,12,12
2014,Kendryck,M,100,0,12,12
2014,Keno,M,100,0,12,12
2014,Kenson,M,100,0,12,12
2014,Kenyah,F,100,12,0,12
2014,Kermit,M,100,0,12,12
2014,Kervin,M,100,0,12,12
2014,Keshun,M,100,0,12,12
2014,Keymon,M,100,0,12,12
2014,Keymoni,F,100,12,0,12
2014,Khael,M,100,0,12,12
2014,Khalea,F,100,12,0,12
2014,Khamille,F,100,12,0,12
2014,Kharson,M,100,0,12,12
2014,Khyli,F,100,12,0,12
2014,Ki,M,100,0,12,12
2014,Kierre,M,100,0,12,12
2014,Kieryn,F,100,12,0,12
2014,Kila,F,100,12,0,12
2014,Kimberlin,F,100,12,0,12
2014,Kina,F,100,12,0,12
2014,Kincaid,M,100,0,12,12
2014,Kindred,F,50,6,6,12
2014,Kinslea,F,100,12,0,12
2014,Kinston,M,100,0,12,12
2014,Kiona,F,100,12,0,12
2014,Kipp,M,100,0,12,12
2014,Kirubel,M,100,0,12,12
2014,Kitt,F,50,6,6,12
2014,Kleigh,F,100,12,0,12
2014,Klohe,F,100,12,0,12
2014,Knixon,M,100,0,12,12
2014,Knolan,M,100,0,12,12
2014,Kodah,M,100,0,12,12
2014,Koleton,M,100,0,12,12
2014,Konnar,M,100,0,12,12
2014,Koralee,F,100,12,0,12
2014,Korver,M,100,0,12,12
2014,Krithi,F,100,12,0,12
2014,Krosby,M,100,0,12,12
2014,Krystiana,F,100,12,0,12
2014,Krystin,F,100,12,0,12
2014,Kwadwo,M,100,0,12,12
2014,Kyilee,F,100,12,0,12
2014,Kyleen,F,100,12,0,12
2014,Kyllian,M,100,0,12,12
2014,Kynslei,F,100,12,0,12
2014,Kypton,M,100,0,12,12
2014,Kyrese,M,100,0,12,12
2014,Laekyn,F,100,12,0,12
2014,Lailoni,F,100,12,0,12
2014,Laithan,M,100,0,12,12
2014,Laiylah,F,100,12,0,12
2014,Lamaria,F,100,12,0,12
2014,Lamin,M,100,0,12,12
2014,Lamine,M,100,0,12,12
2014,Lanea,F,100,12,0,12
2014,Lanier,M,58,5,7,12
2014,Laraya,F,100,12,0,12
2014,Latavia,F,100,12,0,12
2014,Laurent,M,100,0,12,12
2014,Lauriel,F,100,12,0,12
2014,Lavaya,F,100,12,0,12
2014,Lavontae,M,100,0,12,12
2014,Lay,F,58,7,5,12
2014,Layliana,F,100,12,0,12
2014,Leda,F,100,12,0,12
2014,Leelynd,M,100,0,12,12
2014,Leiani,F,100,12,0,12
2014,Lesean,M,100,0,12,12
2014,Letizia,F,100,12,0,12
2014,Lianah,F,100,12,0,12
2014,Liat,F,100,12,0,12
2014,Lida,F,100,12,0,12
2014,Life,F,50,6,6,12
2014,Lillieann,F,100,12,0,12
2014,Lin,F,100,12,0,12
2014,Lissa,F,100,12,0,12
2014,Lissandro,M,100,0,12,12
2014,Lofton,M,100,0,12,12
2014,Lonna,F,100,12,0,12
2014,Loreli,F,100,12,0,12
2014,Loriann,F,100,12,0,12
2014,Loxley,F,100,12,0,12
2014,Lucielle,F,100,12,0,12
2014,Lura,F,100,12,0,12
2014,Lydell,M,100,0,12,12
2014,Lydiana,F,100,12,0,12
2014,Lyndell,M,100,0,12,12
2014,Lyrique,F,100,12,0,12
2014,Lyssa,F,100,12,0,12
2014,Maanvi,F,100,12,0,12
2014,Maciah,M,58,5,7,12
2014,Mackensie,F,100,12,0,12
2014,Mackinley,F,58,7,5,12
2014,Macrae,M,100,0,12,12
2014,Madelene,F,100,12,0,12
2014,Madlyn,F,100,12,0,12
2014,Maebelle,F,100,12,0,12
2014,Maecie,F,100,12,0,12
2014,Maejor,M,100,0,12,12
2014,Magdalynn,F,100,12,0,12
2014,Magdiel,M,100,0,12,12
2014,Mahaley,F,100,12,0,12
2014,Mahealani,F,100,12,0,12
2014,Maheen,F,100,12,0,12
2014,Mahek,F,100,12,0,12
2014,Mahima,F,100,12,0,12
2014,Mahlet,F,100,12,0,12
2014,Maicol,M,100,0,12,12
2014,Maijor,M,100,0,12,12
2014,Majour,M,100,0,12,12
2014,Makailyn,F,100,12,0,12
2014,Makalyn,F,100,12,0,12
2014,Makani,M,100,0,12,12
2014,Makarios,M,100,0,12,12
2014,Makenleigh,F,100,12,0,12
2014,Mako,M,58,5,7,12
2014,Makyia,F,100,12,0,12
2014,Malanie,F,100,12,0,12
2014,Mansour,M,100,0,12,12
2014,Manu,M,100,0,12,12
2014,Marcanthony,M,100,0,12,12
2014,Mariann,F,100,12,0,12
2014,Marika,F,100,12,0,12
2014,Marilena,F,100,12,0,12
2014,Mariposa,F,100,12,0,12
2014,Markiyah,F,100,12,0,12
2014,Marlea,F,100,12,0,12
2014,Marleah,F,100,12,0,12
2014,Marqus,M,100,0,12,12
2014,Marvell,M,100,0,12,12
2014,Marybelle,F,100,12,0,12
2014,Marymargaret,F,100,12,0,12
2014,Mase,M,100,0,12,12
2014,Massimiliano,M,100,0,12,12
2014,Master,M,100,0,12,12
2014,Masud,M,100,0,12,12
2014,Matej,M,100,0,12,12
2014,Mattheus,M,100,0,12,12
2014,Mauri,F,58,7,5,12
2014,Mauriana,F,100,12,0,12
2014,Mavric,M,100,0,12,12
2014,Maycen,M,100,0,12,12
2014,Mayela,F,100,12,0,12
2014,Maysam,F,100,12,0,12
2014,Maziyah,F,100,12,0,12
2014,Mazzie,F,100,12,0,12
2014,Mckenley,F,100,12,0,12
2014,Meilech,M,100,0,12,12
2014,Miakoda,F,100,12,0,12
2014,Mialynn,F,100,12,0,12
2014,Micaella,F,100,12,0,12
2014,Miette,F,100,12,0,12
2014,Mihran,M,100,0,12,12
2014,Miia,F,100,12,0,12
2014,Mikka,F,100,12,0,12
2014,Milam,M,100,0,12,12
2014,Miliyah,F,100,12,0,12
2014,Miloh,M,100,0,12,12
2014,Miquel,M,100,0,12,12
2014,Mirai,F,100,12,0,12
2014,Mirakle,F,100,12,0,12
2014,Miran,M,100,0,12,12
2014,Miriah,F,100,12,0,12
2014,Miron,M,100,0,12,12
2014,Mishael,M,100,0,12,12
2014,Mkayla,F,100,12,0,12
2014,Montell,M,100,0,12,12
2014,Montserrath,F,100,12,0,12
2014,Montzerrat,F,100,12,0,12
2014,Mujahid,M,100,0,12,12
2014,Mung,M,100,0,12,12
2014,Mykenna,F,100,12,0,12
2014,Myrikal,F,100,12,0,12
2014,Nadalyn,F,100,12,0,12
2014,Nadelyn,F,100,12,0,12
2014,Nahshon,M,100,0,12,12
2014,Naiah,F,100,12,0,12
2014,Nalina,F,100,12,0,12
2014,Nalini,F,100,12,0,12
2014,Nalla,F,100,12,0,12
2014,Namiyah,F,100,12,0,12
2014,Nanette,F,100,12,0,12
2014,Naomii,F,100,12,0,12
2014,Nari,F,100,12,0,12
2014,Nasra,F,100,12,0,12
2014,Nataleah,F,100,12,0,12
2014,Nataliee,F,100,12,0,12
2014,Natalina,F,100,12,0,12
2014,Natanel,M,100,0,12,12
2014,Nataya,F,100,12,0,12
2014,Nathania,F,100,12,0,12
2014,Navah,F,100,12,0,12
2014,Naviah,F,100,12,0,12
2014,Nay,F,50,6,6,12
2014,Nayara,F,100,12,0,12
2014,Nayra,F,100,12,0,12
2014,Nayvie,F,100,12,0,12
2014,Nazaria,F,100,12,0,12
2014,Nazli,F,100,12,0,12
2014,Neftaly,M,100,0,12,12
2014,Nephi,M,100,0,12,12
2014,Nereida,F,100,12,0,12
2014,Niana,F,100,12,0,12
2014,Nickayla,F,100,12,0,12
2014,Nieko,M,100,0,12,12
2014,Nihaal,M,100,0,12,12
2014,Nilo,M,100,0,12,12
2014,Nivan,M,100,0,12,12
2014,Nixxon,M,100,0,12,12
2014,Niyana,F,100,12,0,12
2014,Noell,F,50,6,6,12
2014,Nohely,F,100,12,0,12
2014,Nohemy,F,100,12,0,12
2014,Noralyn,F,100,12,0,12
2014,Nuh,M,100,0,12,12
2014,Nurah,F,100,12,0,12
2014,Nyalee,F,100,12,0,12
2014,Nyana,F,100,12,0,12
2014,Nyelli,F,100,12,0,12
2014,Obi,M,100,0,12,12
2014,Ohanna,F,100,12,0,12
2014,Oliviarose,F,100,12,0,12
2014,Oliwia,F,100,12,0,12
2014,Oluwatofunmi,F,100,12,0,12
2014,Oluwatoni,F,100,12,0,12
2014,Omid,M,100,0,12,12
2014,Omkar,M,100,0,12,12
2014,Orhan,M,100,0,12,12
2014,Orian,M,100,0,12,12
2014,Owynn,M,58,5,7,12
2014,Padraic,M,100,0,12,12
2014,Patric,M,100,0,12,12
2014,Pennie,F,100,12,0,12
2014,Persais,F,100,12,0,12
2014,Petr,M,100,0,12,12
2014,Phil,M,100,0,12,12
2014,Philopateer,M,100,0,12,12
2014,Pricila,F,100,12,0,12
2014,Quashawn,M,100,0,12,12
2014,Rabia,F,100,12,0,12
2014,Radhika,F,100,12,0,12
2014,Raghad,F,100,12,0,12
2014,Rahiem,M,100,0,12,12
2014,Rahkeem,M,100,0,12,12
2014,Raia,F,100,12,0,12
2014,Raini,F,100,12,0,12
2014,Raley,F,100,12,0,12
2014,Rameen,F,100,12,0,12
2014,Ramyah,F,100,12,0,12
2014,Ranae,F,100,12,0,12
2014,Raphaella,F,100,12,0,12
2014,Rapheal,M,100,0,12,12
2014,Raseel,F,100,12,0,12
2014,Ravin,F,50,6,6,12
2014,Raydin,M,100,0,12,12
2014,Raylynne,F,100,12,0,12
2014,Rayon,M,100,0,12,12
2014,Raysean,M,100,0,12,12
2014,Reighlynn,F,100,12,0,12
2014,Reilyn,F,100,12,0,12
2014,Renn,M,100,0,12,12
2014,Rhaya,F,100,12,0,12
2014,Rhen,M,58,5,7,12
2014,Rhone,M,100,0,12,12
2014,Rien,M,58,5,7,12
2014,Rifka,F,100,12,0,12
2014,Rithik,M,100,0,12,12
2014,Rito,M,100,0,12,12
2014,Riyansh,M,100,0,12,12
2014,Roniya,F,100,12,0,12
2014,Roniyah,F,100,12,0,12
2014,Rosette,F,100,12,0,12
2014,Ryaan,M,100,0,12,12
2014,Sabastion,M,100,0,12,12
2014,Sajan,M,100,0,12,12
2014,Sakeena,F,100,12,0,12
2014,Saki,F,100,12,0,12
2014,Samad,M,100,0,12,12
2014,Samiha,F,100,12,0,12
2014,Sanae,F,100,12,0,12
2014,Sanford,M,100,0,12,12
2014,Sansa,F,100,12,0,12
2014,Sanyah,F,100,12,0,12
2014,Sanyia,F,100,12,0,12
2014,Saraiyah,F,100,12,0,12
2014,Satcha,F,100,12,0,12
2014,Saulo,M,100,0,12,12
2014,Sebastyan,M,100,0,12,12
2014,Secret,F,100,12,0,12
2014,Seiji,M,100,0,12,12
2014,Selby,F,58,7,5,12
2014,Selen,F,100,12,0,12
2014,Sema,F,100,12,0,12
2014,Sencere,M,100,0,12,12
2014,Serenidy,F,100,12,0,12
2014,Shade,M,100,0,12,12
2014,Shaliyah,F,100,12,0,12
2014,Shamarion,M,100,0,12,12
2014,Shams,F,100,12,0,12
2014,Shannel,F,100,12,0,12
2014,Shariya,F,100,12,0,12
2014,Sheikh,M,100,0,12,12
2014,Shelsea,F,100,12,0,12
2014,Sherif,M,100,0,12,12
2014,Sherilyn,F,100,12,0,12
2014,Sheyanne,F,100,12,0,12
2014,Sheza,F,100,12,0,12
2014,Shivaan,M,100,0,12,12
2014,Silje,F,100,12,0,12
2014,Sirus,M,100,0,12,12
2014,Siyah,F,100,12,0,12
2014,Solyana,F,100,12,0,12
2014,Sophiea,F,100,12,0,12
2014,Soriyah,F,100,12,0,12
2014,Starlynn,F,100,12,0,12
2014,Stephani,F,100,12,0,12
2014,Stuti,F,100,12,0,12
2014,Sumayya,F,100,12,0,12
2014,Sumner,M,100,0,12,12
2014,Suriyah,F,100,12,0,12
2014,Suzana,F,100,12,0,12
2014,Symphany,F,100,12,0,12
2014,Tacari,M,100,0,12,12
2014,Taedyn,M,58,5,7,12
2014,Taiyo,M,100,0,12,12
2014,Taleigha,F,100,12,0,12
2014,Taliana,F,100,12,0,12
2014,Tamarcus,M,100,0,12,12
2014,Tamina,F,100,12,0,12
2014,Taniela,M,100,0,12,12
2014,Taseen,M,100,0,12,12
2014,Tashvi,F,100,12,0,12
2014,Tatyanna,F,100,12,0,12
2014,Tavarus,M,100,0,12,12
2014,Tavi,F,100,12,0,12
2014,Tayana,F,100,12,0,12
2014,Tayanna,F,100,12,0,12
2014,Taygen,F,58,7,5,12
2014,Taysen,M,100,0,12,12
2014,Teairra,F,100,12,0,12
2014,Teddi,F,100,12,0,12
2014,Teller,M,100,0,12,12
2014,Thailand,M,100,0,12,12
2014,Thy,F,100,12,0,12
2014,Tinzley,F,100,12,0,12
2014,Tomoki,M,100,0,12,12
2014,Toran,M,100,0,12,12
2014,Torryn,F,100,12,0,12
2014,Traci,F,100,12,0,12
2014,Trek,M,100,0,12,12
2014,Treven,M,100,0,12,12
2014,Tyde,M,100,0,12,12
2014,Tylia,F,100,12,0,12
2014,Tyrie,M,100,0,12,12
2014,Tywon,M,100,0,12,12
2014,Ulyana,F,100,12,0,12
2014,Ulyses,M,100,0,12,12
2014,Vaden,M,100,0,12,12
2014,Vannah,F,100,12,0,12
2014,Venessa,F,100,12,0,12
2014,Vibhav,M,100,0,12,12
2014,Vidit,M,100,0,12,12
2014,Vina,F,100,12,0,12
2014,Viren,M,100,0,12,12
2014,Wil,M,100,0,12,12
2014,Wiliam,M,100,0,12,12
2014,Wilkes,M,100,0,12,12
2014,Winner,F,50,6,6,12
2014,Witt,M,100,0,12,12
2014,Wynnie,F,100,12,0,12
2014,Xandra,F,100,12,0,12
2014,Xandria,F,100,12,0,12
2014,Xaviera,F,100,12,0,12
2014,Xayvion,M,100,0,12,12
2014,Xian,M,100,0,12,12
2014,Xitlalli,F,100,12,0,12
2014,Xochilt,F,100,12,0,12
2014,Xoie,F,100,12,0,12
2014,Yacob,M,100,0,12,12
2014,Yarelly,F,100,12,0,12
2014,Yaritzel,F,100,12,0,12
2014,Yeva,F,100,12,0,12
2014,Yianni,M,100,0,12,12
2014,Yobani,M,100,0,12,12
2014,Yoltzin,M,58,5,7,12
2014,Yoseline,F,100,12,0,12
2014,Yossef,M,100,0,12,12
2014,Yoyo,F,100,12,0,12
2014,Yudith,F,100,12,0,12
2014,Yuliza,F,100,12,0,12
2014,Yussuf,M,100,0,12,12
2014,Zachari,M,100,0,12,12
2014,Zael,M,100,0,12,12
2014,Zahrah,F,100,12,0,12
2014,Zaraya,F,100,12,0,12
2014,Zavery,M,100,0,12,12
2014,Zawadi,F,100,12,0,12
2014,Zayana,F,100,12,0,12
2014,Zaylyn,F,58,7,5,12
2014,Zeeshan,M,100,0,12,12
2014,Zeniah,F,100,12,0,12
2014,Zhara,F,100,12,0,12
2014,Ziair,M,100,0,12,12
2014,Ziyonna,F,100,12,0,12
2014,Zoiey,F,100,12,0,12
2014,Zoltan,M,100,0,12,12
2014,Zorah,F,100,12,0,12
2014,Zorian,M,100,0,12,12
2014,Zymeir,M,100,0,12,12
2014,Zymire,M,100,0,12,12
2014,Aadil,M,100,0,11,11
2014,Aadvik,M,100,0,11,11
2014,Aaleeyah,F,100,11,0,11
2014,Aamani,F,100,11,0,11
2014,Aaran,M,100,0,11,11
2014,Aashika,F,100,11,0,11
2014,Aashrita,F,100,11,0,11
2014,Aayat,F,100,11,0,11
2014,Abagayle,F,100,11,0,11
2014,Abcde,F,100,11,0,11
2014,Abdiaziz,M,100,0,11,11
2014,Abdinasir,M,100,0,11,11
2014,Abdirizak,M,100,0,11,11
2014,Abdulraheem,M,100,0,11,11
2014,Abhimanyu,M,100,0,11,11
2014,Abriela,F,100,11,0,11
2014,Abrum,M,100,0,11,11
2014,Abyan,M,100,0,11,11
2014,Adain,M,100,0,11,11
2014,Adalis,F,100,11,0,11
2014,Adanya,F,100,11,0,11
2014,Addylynn,F,100,11,0,11
2014,Ademide,M,55,5,6,11
2014,Adeola,F,100,11,0,11
2014,Adilenne,F,100,11,0,11
2014,Adith,M,100,0,11,11
2014,Adiya,F,100,11,0,11
2014,Adorian,M,100,0,11,11
2014,Adriannah,F,100,11,0,11
2014,Adrie,F,100,11,0,11
2014,Advit,M,100,0,11,11
2014,Adyen,M,100,0,11,11
2014,Adylee,F,100,11,0,11
2014,Aeneas,M,100,0,11,11
2014,Africa,F,100,11,0,11
2014,Ahaana,F,100,11,0,11
2014,Ahilyn,F,100,11,0,11
2014,Ahlani,F,100,11,0,11
2014,Ahmaad,M,100,0,11,11
2014,Ahnika,F,100,11,0,11
2014,Ahonesty,F,100,11,0,11
2014,Aidah,F,100,11,0,11
2014,Aidana,F,100,11,0,11
2014,Ailed,F,100,11,0,11
2014,Ailie,F,100,11,0,11
2014,Ailis,F,100,11,0,11
2014,Ailsa,F,100,11,0,11
2014,Airalyn,F,100,11,0,11
2014,Airalynn,F,100,11,0,11
2014,Akia,F,100,11,0,11
2014,Akiera,F,100,11,0,11
2014,Akim,M,100,0,11,11
2014,Alabama,F,100,11,0,11
2014,Alandra,F,100,11,0,11
2014,Alandria,F,100,11,0,11
2014,Alarik,M,100,0,11,11
2014,Aldrich,M,100,0,11,11
2014,Alejo,M,100,0,11,11
2014,Alera,F,100,11,0,11
2014,Aletta,F,100,11,0,11
2014,Alexiz,M,100,0,11,11
2014,Alexxander,M,100,0,11,11
2014,Aliahna,F,100,11,0,11
2014,Alie,F,100,11,0,11
2014,Alis,F,100,11,0,11
2014,Alisher,M,100,0,11,11
2014,Alithia,F,100,11,0,11
2014,Aliviana,F,100,11,0,11
2014,Aloura,F,100,11,0,11
2014,Aloysius,M,100,0,11,11
2014,Alric,M,100,0,11,11
2014,Alvis,M,100,0,11,11
2014,Alyla,F,100,11,0,11
2014,Alyria,F,100,11,0,11
2014,Amando,M,100,0,11,11
2014,Amario,M,100,0,11,11
2014,Amarise,F,100,11,0,11
2014,Amariya,F,100,11,0,11
2014,Amaura,F,100,11,0,11
2014,Amayiah,F,100,11,0,11
2014,Ambellina,F,100,11,0,11
2014,Amberrose,F,100,11,0,11
2014,Ameia,F,100,11,0,11
2014,Ameri,F,100,11,0,11
2014,Americus,F,100,11,0,11
2014,Amiee,F,100,11,0,11
2014,Amiliana,F,100,11,0,11
2014,Amiree,F,100,11,0,11
2014,Amirr,M,100,0,11,11
2014,Amoria,F,100,11,0,11
2014,Amyri,F,100,11,0,11
2014,Anaaya,F,100,11,0,11
2014,Anahis,F,100,11,0,11
2014,Anaisa,F,100,11,0,11
2014,Analeya,F,100,11,0,11
2014,Analisse,F,100,11,0,11
2014,Andilyn,F,100,11,0,11
2014,Andrej,M,100,0,11,11
2014,Andreus,M,100,0,11,11
2014,Andrian,M,100,0,11,11
2014,Andriel,M,100,0,11,11
2014,Andyn,M,100,0,11,11
2014,Angelik,F,100,11,0,11
2014,Aniken,M,100,0,11,11
2014,Annalisse,F,100,11,0,11
2014,Anneli,F,100,11,0,11
2014,Anshi,F,100,11,0,11
2014,Anslie,F,100,11,0,11
2014,Anthoney,M,100,0,11,11
2014,Antionette,F,100,11,0,11
2014,Antonius,M,100,0,11,11
2014,Aqib,M,100,0,11,11
2014,Arabell,F,100,11,0,11
2014,Arad,M,100,0,11,11
2014,Araf,M,100,0,11,11
2014,Aransa,F,100,11,0,11
2014,Ardan,M,100,0,11,11
2014,Areen,F,100,11,0,11
2014,Arel,M,100,0,11,11
2014,Arelis,F,100,11,0,11
2014,Argenis,M,100,0,11,11
2014,Ariannie,F,100,11,0,11
2014,Arias,M,100,0,11,11
2014,Arielys,F,100,11,0,11
2014,Ariez,M,100,0,11,11
2014,Arihant,M,100,0,11,11
2014,Arish,M,100,0,11,11
2014,Ariyon,F,55,6,5,11
2014,Arjuna,M,100,0,11,11
2014,Armondo,M,100,0,11,11
2014,Arran,M,100,0,11,11
2014,Arshi,F,100,11,0,11
2014,Ary,M,55,5,6,11
2014,Aryahi,F,100,11,0,11
2014,Aser,M,100,0,11,11
2014,Ashani,F,100,11,0,11
2014,Ashaz,M,100,0,11,11
2014,Ashlan,F,100,11,0,11
2014,Ashrith,M,100,0,11,11
2014,Ashvik,M,100,0,11,11
2014,Asli,F,100,11,0,11
2014,Astyn,M,55,5,6,11
2014,Ata,M,100,0,11,11
2014,Atzel,M,100,0,11,11
2014,Aubrea,F,100,11,0,11
2014,Aubria,F,100,11,0,11
2014,Audreanna,F,100,11,0,11
2014,Aunika,F,100,11,0,11
2014,Avabella,F,100,11,0,11
2014,Avaiah,F,100,11,0,11
2014,Avanna,F,100,11,0,11
2014,Avarae,F,100,11,0,11
2014,Avarey,F,100,11,0,11
2014,Aveena,F,100,11,0,11
2014,Avenly,F,100,11,0,11
2014,Avishai,M,100,0,11,11
2014,Aviyana,F,100,11,0,11
2014,Azarah,F,100,11,0,11
2014,Azaya,F,100,11,0,11
2014,Azir,M,100,0,11,11
2014,Babacar,M,100,0,11,11
2014,Baldemar,M,100,0,11,11
2014,Balin,M,100,0,11,11
2014,Baneen,F,100,11,0,11
2014,Bannon,M,100,0,11,11
2014,Barack,M,100,0,11,11
2014,Bastien,M,100,0,11,11
2014,Batoul,F,100,11,0,11
2014,Baylea,F,100,11,0,11
2014,Bellany,F,100,11,0,11
2014,Benett,M,100,0,11,11
2014,Beni,F,55,6,5,11
2014,Bereket,M,100,0,11,11
2014,Bernabe,M,100,0,11,11
2014,Bessie,F,100,11,0,11
2014,Bethanny,F,100,11,0,11
2014,Bethsaida,F,100,11,0,11
2014,Bettina,F,100,11,0,11
2014,Beulah,F,100,11,0,11
2014,Bhavesh,M,100,0,11,11
2014,Binh,M,100,0,11,11
2014,Bixby,F,55,6,5,11
2014,Blaike,F,100,11,0,11
2014,Blakleigh,F,100,11,0,11
2014,Blanton,M,100,0,11,11
2014,Blimie,F,100,11,0,11
2014,Bonham,M,100,0,11,11
2014,Bralen,M,100,0,11,11
2014,Brasen,M,100,0,11,11
2014,Braylei,F,100,11,0,11
2014,Brazen,M,100,0,11,11
2014,Breezy,F,100,11,0,11
2014,Brekyn,F,100,11,0,11
2014,Brena,F,100,11,0,11
2014,Brendalynn,F,100,11,0,11
2014,Brenson,M,100,0,11,11
2014,Breylan,M,100,0,11,11
2014,Brezlin,M,55,5,6,11
2014,Brezlyn,F,100,11,0,11
2014,Briarrose,F,100,11,0,11
2014,Brieana,F,100,11,0,11
2014,Briela,F,100,11,0,11
2014,Briell,F,100,11,0,11
2014,Brinsley,F,100,11,0,11
2014,Brissia,F,100,11,0,11
2014,Bristyl,F,100,11,0,11
2014,Bruna,F,100,11,0,11
2014,Bryli,F,100,11,0,11
2014,Brynnly,F,100,11,0,11
2014,Bud,M,100,0,11,11
2014,Burkley,M,100,0,11,11
2014,Caedan,M,100,0,11,11
2014,Caidance,F,100,11,0,11
2014,Caige,M,100,0,11,11
2014,Cainen,M,100,0,11,11
2014,Caliegh,F,100,11,0,11
2014,Calixto,M,100,0,11,11
2014,Cambre,F,100,11,0,11
2014,Camerin,M,100,0,11,11
2014,Camile,F,100,11,0,11
2014,Cannen,M,100,0,11,11
2014,Caoilainn,F,100,11,0,11
2014,Caralina,F,100,11,0,11
2014,Caressa,F,100,11,0,11
2014,Cariana,F,100,11,0,11
2014,Carleen,F,100,11,0,11
2014,Carlei,F,100,11,0,11
2014,Carolann,F,100,11,0,11
2014,Carole,F,100,11,0,11
2014,Carrah,F,100,11,0,11
2014,Carsin,M,100,0,11,11
2014,Castin,M,100,0,11,11
2014,Caylyn,F,100,11,0,11
2014,Celene,F,100,11,0,11
2014,Celes,F,100,11,0,11
2014,Chaitra,F,100,11,0,11
2014,Chancelor,M,100,0,11,11
2014,Chani,F,100,11,0,11
2014,Channon,M,100,0,11,11
2014,Charlese,F,100,11,0,11
2014,Cheri,F,100,11,0,11
2014,Chrissa,F,100,11,0,11
2014,Christabelle,F,100,11,0,11
2014,Christo,M,100,0,11,11
2014,Chyla,F,100,11,0,11
2014,Cicely,F,100,11,0,11
2014,Cira,F,100,11,0,11
2014,Coal,M,100,0,11,11
2014,Coleston,M,100,0,11,11
2014,Colyn,M,100,0,11,11
2014,Corazon,F,100,11,0,11
2014,Cortlynn,F,100,11,0,11
2014,Courtnee,F,100,11,0,11
2014,Criss,M,100,0,11,11
2014,Crista,F,100,11,0,11
2014,Curry,M,100,0,11,11
2014,Curtiss,M,100,0,11,11
2014,Cybil,F,100,11,0,11
2014,Cyleigh,F,100,11,0,11
2014,Cyler,M,100,0,11,11
2014,Cyprian,M,100,0,11,11
2014,Daelin,M,100,0,11,11
2014,Daequan,M,100,0,11,11
2014,Dagen,M,100,0,11,11
2014,Dahiana,F,100,11,0,11
2014,Daiden,M,100,0,11,11
2014,Dalal,F,100,11,0,11
2014,Daniyla,F,100,11,0,11
2014,Danyella,F,100,11,0,11
2014,Darcey,F,100,11,0,11
2014,Darielys,F,100,11,0,11
2014,Dasan,M,100,0,11,11
2014,Daunte,M,100,0,11,11
2014,Davyon,M,100,0,11,11
2014,Dawid,M,100,0,11,11
2014,Daylee,F,100,11,0,11
2014,Daymond,M,100,0,11,11
2014,Dayzee,F,100,11,0,11
2014,Deaira,F,100,11,0,11
2014,Deavion,M,100,0,11,11
2014,Decarlos,M,100,0,11,11
2014,Deeanna,F,100,11,0,11
2014,Deejay,M,100,0,11,11
2014,Deem,F,100,11,0,11
2014,Del,M,100,0,11,11
2014,Delainee,F,100,11,0,11
2014,Delaynee,F,100,11,0,11
2014,Demia,F,100,11,0,11
2014,Demiana,F,100,11,0,11
2014,Dermot,M,100,0,11,11
2014,Derricka,F,100,11,0,11
2014,Derrin,M,100,0,11,11
2014,Derron,M,100,0,11,11
