year,name,gender,ratio,females,males,total
2014,Chandler,M,77,221,724,945
2014,Heidi,F,100,944,0,944
2014,Kyleigh,F,100,941,0,941
2014,Kira,F,100,939,0,939
2014,Skye,F,94,880,59,939
2014,Drake,M,100,0,937,937
2014,Lana,F,100,934,0,934
2014,Sierra,F,100,932,0,932
2014,Major,M,99,6,924,930
2014,Gideon,M,100,0,928,928
2014,Jamie,F,68,633,292,925
2014,Mckinley,F,92,850,71,921
2014,Kiara,F,100,920,0,920
2014,Alondra,F,99,913,6,919
2014,Paislee,F,100,915,0,915
2014,Daphne,F,100,913,0,913
2014,Brendan,M,100,0,911,911
2014,Nehemiah,M,96,32,878,910
2014,Carly,F,100,909,0,909
2014,Jaylah,F,100,909,0,909
2014,Kyla,F,100,909,0,909
2014,Baylee,F,99,896,11,907
2014,Ellis,M,74,234,673,907
2014,Derrick,M,100,0,904,904
2014,Aspen,F,90,812,91,903
2014,Cheyenne,F,99,896,7,903
2014,Ari,M,75,225,677,902
2014,Pedro,M,100,0,902,902
2014,Bianca,F,100,901,0,901
2014,Kamden,M,97,23,869,892
2014,Porter,M,96,40,849,889
2014,Ruben,M,100,0,889,889
2014,Macy,F,100,887,0,887
2014,Braden,M,100,0,886,886
2014,Cade,M,99,8,875,883
2014,Camilla,F,100,883,0,883
2014,Catalina,F,100,883,0,883
2014,Gia,F,100,881,0,881
2014,Vera,F,100,881,0,881
2014,Rylie,F,95,835,45,880
2014,Sloane,F,99,874,6,880
2014,Aylin,F,100,878,0,878
2014,Nash,M,99,7,867,874
2014,Myla,F,100,873,0,873
2014,Casey,M,60,352,519,871
2014,Yaretzi,F,100,871,0,871
2014,Carmen,F,97,846,23,869
2014,Giuliana,F,100,868,0,868
2014,Macie,F,100,868,0,868
2014,Ronan,M,99,9,858,867
2014,Averie,F,98,852,13,865
2014,Kason,M,100,0,864,864
2014,Veronica,F,100,864,0,864
2014,Esmeralda,F,100,862,0,862
2014,Brennan,M,93,57,802,859
2014,Atticus,M,99,9,846,855
2014,Lia,F,100,855,0,855
2014,Allen,M,99,5,849,854
2014,Addyson,F,100,851,0,851
2014,Jay,M,98,17,831,848
2014,Jensen,M,92,65,783,848
2014,Ada,F,100,847,0,847
2014,Enzo,M,100,0,847,847
2014,Mallory,F,100,845,0,845
2014,Jillian,F,100,844,0,844
2014,Kash,M,99,11,832,843
2014,Ariella,F,100,839,0,839
2014,Adan,M,99,9,829,838
2014,Kelly,F,88,734,104,838
2014,Malik,M,99,6,828,834
2014,Matteo,M,99,5,829,834
2014,Braylon,M,99,9,822,831
2014,Abby,F,100,830,0,830
2014,Orion,M,97,24,806,830
2014,Scarlet,F,100,829,0,829
2014,Bethany,F,100,824,0,824
2014,Abram,M,100,0,823,823
2014,Ace,M,99,5,818,823
2014,Tate,M,97,27,796,823
2014,Corey,M,98,17,801,818
2014,Elle,F,100,818,0,818
2014,Kellan,M,98,15,803,818
2014,Jazmin,F,100,817,0,817
2014,Clark,M,99,7,806,813
2014,Dillon,M,96,35,778,813
2014,Solomon,M,100,0,813,813
2014,Malaysia,F,100,810,0,810
2014,Gunnar,M,100,0,808,808
2014,Leighton,F,70,568,240,808
2014,Haylee,F,100,807,0,807
2014,Ismael,M,100,0,805,805
2014,Nayeli,F,100,805,0,805
2014,Gracelyn,F,100,799,0,799
2014,Blakely,F,97,771,24,795
2014,Kamila,F,100,792,0,792
2014,Braylen,M,95,39,752,791
2014,Helen,F,100,791,0,791
2014,Marilyn,F,100,791,0,791
2014,Philip,M,100,0,791,791
2014,Thiago,M,100,0,791,791
2014,April,F,100,790,0,790
2014,Phillip,M,100,0,790,790
2014,Esteban,M,100,0,788,788
2014,Jayson,M,100,0,786,786
2014,Jessie,F,64,504,280,784
2014,Miracle,F,98,768,16,784
2014,Dexter,M,100,0,783,783
2014,Raelyn,F,99,776,6,782
2014,Braelyn,F,90,705,75,780
2014,Pablo,M,100,0,780,780
2014,Ronald,M,100,0,780,780
2014,Carolina,F,100,779,0,779
2014,Amina,F,100,776,0,776
2014,Julie,F,100,776,0,776
2014,Muhammad,M,100,0,773,773
2014,Landyn,M,92,59,712,771
2014,Armando,M,100,0,770,770
2014,Bruce,M,100,0,770,770
2014,Gerardo,M,100,0,770,770
2014,Angelique,F,100,768,0,768
2014,Bristol,F,98,749,19,768
2014,Kade,M,99,7,758,765
2014,Brycen,M,100,0,764,764
2014,Emely,F,100,764,0,764
2014,Jayleen,F,100,764,0,764
2014,Kennedi,F,100,764,0,764
2014,Marcos,M,100,0,763,763
2014,Amira,F,100,762,0,762
2014,Emersyn,F,97,742,20,762
2014,Briana,F,100,761,0,761
2014,Colby,M,93,52,706,758
2014,Leland,M,99,10,748,758
2014,Lennon,F,53,399,358,757
2014,Gwendolyn,F,100,756,0,756
2014,Kolton,M,100,0,756,756
2014,Oakley,M,52,362,394,756
2014,Damon,M,100,0,755,755
2014,Zara,F,100,754,0,754
2014,Aleah,F,100,752,0,752
2014,Itzel,F,100,752,0,752
2014,Russell,M,100,0,752,752
2014,Francesca,F,100,748,0,748
2014,Prince,M,100,0,748,748
2014,Gannon,M,100,0,747,747
2014,Enrique,M,100,0,744,744
2014,Keith,M,100,0,744,744
2014,Adriel,M,93,50,691,741
2014,Brock,M,100,0,739,739
2014,Ember,F,99,729,10,739
2014,Aubrie,F,100,738,0,738
2014,Karina,F,100,736,0,736
2014,Kassidy,F,98,724,12,736
2014,Nylah,F,100,735,0,735
2014,Royal,M,66,253,482,735
2014,Ryland,M,94,44,690,734
2014,Anaya,F,100,733,0,733
2014,Jamison,M,93,48,685,733
2014,Maliyah,F,100,733,0,733
2014,Evelynn,F,100,731,0,731
2014,Guadalupe,F,89,650,81,731
2014,Donald,M,100,0,730,730
2014,Cason,M,99,6,723,729
2014,Melany,F,100,729,0,729
2014,Reece,M,70,217,511,728
2014,Tobias,M,100,0,728,728
2014,Angelica,F,100,727,0,727
2014,Jimena,F,100,725,0,725
2014,Keaton,M,95,37,688,725
2014,Madelynn,F,100,725,0,725
2014,Deacon,M,100,0,724,724
2014,Tiffany,F,100,724,0,724
2014,Kara,F,100,723,0,723
2014,Alejandra,F,99,715,7,722
2014,Jazmine,F,100,722,0,722
2014,Jayda,F,100,721,0,721
2014,Kyrie,M,77,167,554,721
2014,Ty,M,99,5,716,721
2014,Raul,M,100,0,720,720
2014,Dahlia,F,100,719,0,719
2014,Kayson,M,97,18,699,717
2014,Scott,M,100,0,714,714
2014,Charley,F,89,634,77,711
2014,Danny,M,99,7,704,711
2014,Mohamed,M,100,0,711,711
2014,Joy,F,97,687,23,710
2014,Sarai,F,100,710,0,710
2014,Annabel,F,100,709,0,709
2014,Holly,F,100,708,0,708
2014,Janelle,F,100,707,0,707
2014,Gracelynn,F,100,705,0,705
2014,Leonel,M,100,0,704,704
2014,Brylee,F,95,670,33,703
2014,Viviana,F,100,703,0,703
2014,Remy,M,60,278,424,702
2014,Brinley,F,99,692,8,700
2014,Warren,M,99,5,693,698
2014,Serena,F,100,696,0,696
2014,Brittany,F,100,694,0,694
2014,Annalise,F,100,693,0,693
2014,Dustin,M,100,0,691,691
2014,Jaime,M,89,73,618,691
2014,Kadence,F,87,600,91,691
2014,Albert,M,100,0,690,690
2014,Madisyn,F,100,690,0,690
2014,Hugo,M,100,0,689,689
2014,Eve,F,100,688,0,688
2014,Cataleya,F,100,687,0,687
2014,Marlee,F,97,668,19,687
2014,Caitlyn,F,100,686,0,686
2014,Journee,F,99,675,10,685
2014,Davis,M,97,22,660,682
2014,Lennox,M,69,213,469,682
2014,Anabelle,F,100,681,0,681
2014,Emmalyn,F,100,681,0,681
2014,Nico,M,95,36,644,680
2014,Kellen,M,98,12,666,678
2014,Sullivan,M,93,49,628,677
2014,Malcolm,M,100,0,675,675
2014,Celeste,F,100,674,0,674
2014,Zuri,F,98,660,12,672
2014,Luciana,F,100,670,0,670
2014,Henley,F,88,587,81,668
2014,Savanna,F,100,668,0,668
2014,Anya,F,100,667,0,667
2014,Marissa,F,100,667,0,667
2014,Jazlyn,F,100,663,0,663
2014,Maximilian,M,100,0,662,662
2014,Shiloh,F,72,472,188,660
2014,Kailey,F,100,659,0,659
2014,Saul,M,100,0,659,659
2014,Tony,M,100,0,658,658
2014,Crystal,F,100,657,0,657
2014,Franklin,M,99,5,649,654
2014,Michaela,F,100,654,0,654
2014,Rocco,M,100,0,652,652
2014,Zachariah,M,100,0,652,652
2014,Francis,M,90,62,589,651
2014,Lorelei,F,100,651,0,651
2014,Jerry,M,100,0,650,650
2014,Julio,M,100,0,650,650
2014,Madilynn,F,100,649,0,649
2014,Arjun,M,100,0,648,648
2014,Maeve,F,100,647,0,647
2014,Ibrahim,M,100,0,646,646
2014,Hanna,F,100,645,0,645
2014,Priscilla,F,100,645,0,645
2014,Raven,F,94,608,36,644
2014,Royce,M,93,43,601,644
2014,Kyra,F,100,643,0,643
2014,Lacey,F,100,643,0,643
2014,Nia,F,100,642,0,642
2014,Sterling,M,85,97,545,642
2014,Juniper,F,99,633,8,641
2014,Harlow,F,95,605,35,640
2014,Jaxton,M,100,0,640,640
2014,Jakob,M,100,0,637,637
2014,Cyrus,M,99,5,629,634
2014,Imani,F,97,614,20,634
2014,Lawrence,M,99,6,628,634
2014,Izaiah,M,100,0,633,633
2014,Finnegan,M,99,7,625,632
2014,Moises,M,100,0,632,632
2014,Cynthia,F,100,630,0,630
2014,Karen,F,100,630,0,630
2014,Sylvia,F,100,630,0,630
2014,Aleena,F,100,628,0,628
2014,Khalil,M,99,5,623,628
2014,Pierce,M,98,11,616,627
2014,Caitlin,F,100,625,0,625
2014,Emory,F,60,373,252,625
2014,Mathew,M,100,0,621,621
2014,Felicity,F,100,620,0,620
2014,Case,M,100,0,618,618
2014,Elisa,F,100,617,0,617
2014,Julissa,F,100,617,0,617
2014,Rebekah,F,100,617,0,617
2014,Alec,M,100,0,616,616
2014,Kasen,M,99,7,609,616
2014,Evie,F,100,615,0,615
2014,Quentin,M,99,5,610,615
2014,Helena,F,100,614,0,614
2014,Karla,F,100,614,0,614
2014,Millie,F,100,612,0,612
2014,Lilian,F,100,611,0,611
2014,Amara,F,98,600,10,610
2014,Gianni,M,88,74,535,609
2014,Kailyn,F,99,602,7,609
2014,Rhys,M,95,30,578,608
2014,Darius,M,100,0,607,607
2014,Raiden,M,97,18,589,607
2014,Alijah,M,95,29,577,606
2014,Colten,M,100,0,605,605
2014,Leia,F,100,605,0,605
2014,Raylan,M,93,42,563,605
2014,Devon,M,86,82,522,604
2014,Lillie,F,100,601,0,601
2014,Lawson,M,96,25,574,599
2014,Lauryn,F,100,596,0,596
2014,Odin,M,100,0,594,594
2014,Cassandra,F,100,593,0,593
2014,Tristen,M,93,44,548,592
2014,Kane,M,100,0,590,590
2014,Kaylie,F,100,590,0,590
2014,Madalyn,F,100,590,0,590
2014,Anika,F,100,589,0,589
2014,Hayley,F,100,588,0,588
2014,Winter,F,94,553,35,588
2014,Bria,F,100,587,0,587
2014,Colette,F,100,587,0,587
2014,Uriah,M,95,32,554,586
2014,Beckham,M,98,11,573,584
2014,Trey,M,100,0,584,584
2014,Zariah,F,99,576,8,584
2014,Daxton,M,100,0,583,583
2014,Regina,F,100,583,0,583
2014,Alanna,F,100,582,0,582
2014,Azalea,F,100,582,0,582
2014,Fernanda,F,100,582,0,582
2014,Jaliyah,F,100,582,0,582
2014,Anabella,F,100,581,0,581
2014,Gustavo,M,100,0,581,581
2014,Adelina,F,100,580,0,580
2014,Asa,M,92,49,531,580
2014,Lilyana,F,100,580,0,580
2014,Skyla,F,100,580,0,580
2014,Braylee,F,99,572,7,579
2014,Kaylin,F,97,561,18,579
2014,Addisyn,F,100,577,0,577
2014,Callen,M,97,18,557,575
2014,Dennis,M,99,6,569,575
2014,Uriel,M,99,5,570,575
2014,Bridget,F,100,574,0,574
2014,Quincy,M,74,152,422,574
2014,Kenley,F,95,542,31,573
2014,Moses,M,100,0,573,573
2014,Kian,M,99,7,565,572
2014,Monica,F,100,572,0,572
2014,Zayne,M,98,14,558,572
2014,Rodrigo,M,100,0,571,571
2014,Selah,F,99,563,6,569
2014,Marvin,M,100,0,567,567
2014,Gloria,F,100,566,0,566
2014,Harvey,M,100,0,566,566
2014,Sutton,F,64,361,204,565
2014,Johanna,F,100,564,0,564
2014,Addilyn,F,100,563,0,563
2014,Danna,F,100,563,0,563
2014,Darren,M,100,0,562,562
2014,Frederick,M,100,0,562,562
2014,Aryanna,F,100,561,0,561
2014,Mitchell,M,99,6,555,561
2014,Mohammed,M,100,0,561,561
2014,Trent,M,100,0,561,561
2014,Aniya,F,100,560,0,560
2014,Willa,F,100,559,0,559
2014,Angie,F,100,558,0,558
2014,Boston,M,88,65,493,558
2014,Jonas,M,100,0,558,558
2014,Kaia,F,100,558,0,558
2014,Kaliyah,F,100,557,0,557
2014,Anne,F,100,556,0,556
2014,Legend,M,93,41,515,556
2014,Matias,M,100,0,556,556
2014,Tiana,F,100,556,0,556
2014,Braelynn,F,97,537,18,555
2014,Charleigh,F,100,555,0,555
2014,Sasha,F,96,535,20,555
2014,Killian,M,97,16,535,551
2014,Danica,F,100,550,0,550
2014,Bailee,F,99,543,6,549
2014,Alayah,F,100,548,0,548
2014,Korbin,M,99,5,540,545
2014,Courtney,F,76,412,132,544
2014,Aisha,F,100,543,0,543
2014,Azariah,F,51,278,264,542
2014,Chris,M,99,7,535,542
2014,Theo,M,100,0,542,542
2014,Karsyn,F,80,433,108,541
2014,Larry,M,100,0,541,541
2014,Randy,M,100,0,541,541
2014,Aileen,F,100,540,0,540
2014,Lexie,F,100,540,0,540
2014,Landry,M,50,269,270,539
2014,Lindsey,F,99,534,5,539
2014,Janiyah,F,100,538,0,538
2014,Alberto,M,100,0,537,537
2014,Liberty,F,100,537,0,537
2014,Katelynn,F,100,535,0,535
2014,Mariam,F,100,535,0,535
2014,Princeton,M,100,0,535,535
2014,Arturo,M,100,0,534,534
2014,Ricky,M,100,0,534,534
2014,Montserrat,F,100,533,0,533
2014,Malakai,M,100,0,532,532
2014,Aarav,M,100,0,531,531
2014,Arlo,M,96,20,511,531
2014,Dorian,M,97,18,513,531
2014,Jimmy,M,100,0,531,531
2014,Cecelia,F,100,530,0,530
2014,Mikaela,F,100,530,0,530
2014,Kaelyn,F,100,529,0,529
2014,Rosemary,F,100,529,0,529
2014,Annika,F,100,528,0,528
2014,Sam,M,98,12,516,528
2014,Hendrix,M,95,28,498,526
2014,Kobe,M,97,14,512,526
2014,Tatiana,F,100,526,0,526
2014,Alfredo,M,100,0,524,524
2014,Alonzo,M,100,0,524,524
2014,Benson,M,100,0,524,524
2014,Marie,F,100,523,0,523
2014,Braydon,M,100,0,522,522
2014,Hayes,M,95,24,498,522
2014,Curtis,M,100,0,520,520
2014,Virginia,F,100,519,0,519
2014,Liana,F,100,517,0,517
2014,Matilda,F,100,517,0,517
2014,Remi,F,83,429,88,517
2014,Roy,M,100,0,517,517
2014,Toby,M,86,74,441,515
2014,Kieran,M,94,33,480,513
2014,Nikolai,M,100,0,513,513
2014,Amani,F,85,437,75,512
2014,Freya,F,100,512,0,512
2014,Winston,M,100,0,512,512
2014,Lainey,F,100,511,0,511
2014,Talon,M,97,17,494,511
2014,Hallie,F,100,509,0,509
2014,Blair,F,86,435,73,508
2014,Jamari,M,95,27,481,508
2014,Jaycee,F,91,461,46,507
2014,Layne,M,82,92,414,506
2014,Kamari,M,64,183,322,505
2014,Lance,M,100,0,505,505
2014,Luka,M,97,16,489,505
2014,Wade,M,100,0,505,505
2014,Cannon,M,100,0,504,504
2014,Neymar,M,99,5,498,503
2014,Ronin,M,98,9,494,503
2014,Bowen,M,97,13,489,502
2014,Jalen,M,96,20,482,502
2014,Jaxen,M,99,6,496,502
2014,Audrina,F,100,500,0,500
2014,Augustus,M,100,0,499,499
2014,Saige,F,96,478,21,499
2014,Ayaan,M,97,14,484,498
2014,Isaias,M,100,0,498,498
2014,Jaelynn,F,98,487,11,498
2014,Ahmed,M,100,0,497,497
2014,Hattie,F,100,497,0,497
2014,Monserrat,F,100,496,0,496
2014,Nasir,M,100,0,496,496
2014,Brayan,M,100,0,495,495
2014,Issac,M,100,0,495,495
2014,Sky,F,76,376,119,495
2014,Kiera,F,100,494,0,494
2014,Yahir,M,99,5,489,494
2014,Laylah,F,100,493,0,493
2014,Moshe,M,100,0,493,493
2014,Greta,F,100,492,0,492
2014,Rayan,M,89,53,439,492
2014,Alyson,F,100,491,0,491
2014,Kensley,F,97,477,14,491
2014,Nixon,M,96,22,469,491
2014,Orlando,M,100,0,491,491
2014,Vihaan,M,100,0,491,491
2014,Emilee,F,100,490,0,490
2014,Gary,M,100,0,490,490
2014,Maryam,F,100,490,0,490
2014,Sincere,M,86,70,420,490
2014,Melina,F,100,489,0,489
2014,Nikolas,M,100,0,489,489
2014,Noe,M,98,8,481,489
2014,Dayana,F,100,488,0,488
2014,Jaylin,F,60,291,197,488
2014,Joe,M,100,0,488,488
2014,Leonidas,M,100,0,488,488
2014,Quinton,M,100,0,488,488
2014,Luciano,M,100,0,486,486
2014,Ezequiel,M,100,0,485,485
2014,Ahmad,M,100,0,483,483
2014,Beatrice,F,100,482,0,482
2014,Channing,M,74,124,358,482
2014,Frances,F,100,481,0,481
2014,Mauricio,M,100,0,480,480
2014,Conor,M,100,0,479,479
2014,Elisabeth,F,100,479,0,479
2014,Joey,M,76,114,364,478
2014,Jaelyn,F,93,442,35,477
2014,Johan,M,100,0,477,477
2014,Whitney,F,97,463,14,477
2014,Charli,F,99,471,5,476
2014,Matthias,M,100,0,475,475
2014,Meredith,F,100,475,0,475
2014,Aranza,F,100,473,0,473
2014,Rosa,F,100,473,0,473
2014,Bryant,M,100,0,472,472
2014,Mathias,M,100,0,472,472
2014,Maurice,M,100,0,472,472
2014,Roger,M,100,0,472,472
2014,Elyse,F,100,471,0,471
2014,Memphis,M,78,104,367,471
2014,Monroe,F,75,354,117,471
2014,Alani,F,100,470,0,470
2014,Eddie,M,99,7,463,470
2014,Madden,M,88,54,415,469
2014,Mira,F,100,469,0,469
2014,Nathanael,M,100,0,469,469
2014,Mohammad,M,100,0,468,468
2014,Yusuf,M,100,0,468,468
2014,Lylah,F,100,467,0,467
2014,Linda,F,100,466,0,466
2014,Ansley,F,99,459,6,465
2014,Wilson,M,99,5,459,464
2014,Alena,F,100,462,0,462
2014,Kristopher,M,100,0,462,462
2014,Jacoby,M,100,0,461,461
2014,Joselyn,F,100,460,0,460
2014,Crosby,M,94,28,431,459
2014,Kynlee,F,100,459,0,459
2014,Miah,F,100,459,0,459
2014,Alvin,M,100,0,457,457
2014,Elisha,M,70,138,319,457
2014,Kimber,F,98,447,10,457
2014,Mekhi,M,99,5,452,457
2014,Tenley,F,100,457,0,457
2014,Sidney,F,64,292,164,456
2014,Raphael,M,100,0,455,455
2014,Breanna,F,100,454,0,454
2014,Emelia,F,100,454,0,454
2014,Maia,F,100,454,0,454
2014,Lewis,M,100,0,453,453
2014,Douglas,M,100,0,452,452
2014,Edith,F,100,452,0,452
2014,Pearl,F,100,451,0,451
2014,Anahi,F,100,450,0,450
2014,Coraline,F,100,450,0,450
2014,Cullen,M,99,5,445,450
2014,Samara,F,100,450,0,450
2014,Demi,F,100,449,0,449
2014,Chanel,F,100,448,0,448
2014,Salvador,M,100,0,448,448
2014,Layton,M,91,41,406,447
2014,Lilith,F,100,447,0,447
2014,Hank,M,100,0,446,446
2014,Malaya,F,100,446,0,446
2014,Jemma,F,100,445,0,445
2014,Myra,F,100,444,0,444
2014,Bryanna,F,100,443,0,443
2014,Laney,F,100,443,0,443
2014,Kaylynn,F,100,442,0,442
2014,Lucian,M,99,5,437,442
2014,Dax,M,100,0,441,441
2014,Lindsay,F,98,433,8,441
2014,Kallie,F,100,440,0,440
2014,Frankie,M,51,213,226,439
2014,Natasha,F,100,439,0,439
2014,Nathalie,F,100,439,0,439
2014,Niko,M,97,11,428,439
2014,Perla,F,100,439,0,439
2014,Emmitt,M,100,0,438,438
2014,Lilianna,F,100,437,0,437
2014,Wren,F,91,397,40,437
2014,Bodhi,M,99,6,430,436
2014,Madalynn,F,100,436,0,436
2014,Dominik,M,99,6,429,435
2014,Jasiah,M,95,21,414,435
2014,Jefferson,M,100,0,435,435
2014,Elianna,F,100,434,0,434
2014,Casen,M,100,0,433,433
2014,Jaylynn,F,96,416,17,433
2014,Kristian,M,91,37,396,433
2014,Roland,M,100,0,433,433
2014,Brentley,M,95,23,409,432
2014,Elaine,F,100,432,0,432
2014,Carl,M,100,0,431,431
2014,Dulce,F,100,431,0,431
2014,Ellen,F,100,431,0,431
2014,Erica,F,100,431,0,431
2014,Maisie,F,100,431,0,431
2014,Renata,F,100,431,0,431
2014,Kiley,F,100,430,0,430
2014,Marina,F,100,430,0,430
2014,Emmy,F,100,428,0,428
2014,Soren,M,95,20,408,428
2014,Terry,M,98,9,418,427
2014,Zackary,M,100,0,427,427
2014,Ivanna,F,100,426,0,426
2014,Mina,F,96,408,18,426
2014,Amirah,F,100,425,0,425
2014,Deandre,M,100,0,425,425
2014,Hamza,M,100,0,425,425
2014,Livia,F,100,425,0,425
2014,Amelie,F,100,424,0,424
2014,Atlas,M,95,20,404,424
2014,Irene,F,100,424,0,424
2014,Mabel,F,100,424,0,424
2014,Bo,M,97,14,408,422
2014,Kylan,M,91,36,386,422
2014,Alessandro,M,100,0,421,421
2014,Cara,F,100,421,0,421
2014,Dane,M,100,0,419,419
2014,Ciara,F,100,418,0,418
2014,Kathleen,F,100,418,0,418
2014,Arian,M,89,45,372,417
2014,Otto,M,100,0,416,416
2014,Samson,M,100,0,416,416
2014,Ariah,F,98,407,8,415
2014,Camdyn,M,67,138,277,415
2014,Caylee,F,100,415,0,415
2014,Lea,F,100,415,0,415
2014,Erika,F,100,414,0,414
2014,Santino,M,100,0,414,414
2014,Paola,F,100,413,0,413
2014,Alma,F,100,412,0,412
2014,Mae,F,100,412,0,412
2014,Rohan,M,100,0,412,412
2014,Abdullah,M,100,0,411,411
2014,Robin,F,54,223,188,411
2014,Kassandra,F,100,410,0,410
2014,Maleah,F,100,410,0,410
2014,Bentlee,M,85,61,348,409
2014,Leyla,F,100,409,0,409
2014,Marc,M,100,0,409,409
2014,Callan,M,93,29,379,408
2014,Campbell,F,58,236,172,408
2014,Flynn,M,95,20,388,408
2014,Kyson,M,100,0,408,408
2014,Sloan,F,82,336,72,408
2014,Christine,F,100,407,0,407
2014,Jasmin,F,100,407,0,407
2014,Kora,F,100,407,0,407
2014,Nelson,M,100,0,407,407
2014,Chaya,F,100,406,0,406
2014,Karlee,F,100,406,0,406
2014,Aldo,M,100,0,405,405
2014,Lailah,F,100,405,0,405
2014,Kenya,F,99,398,6,404
2014,Mara,F,100,404,0,404
2014,Ramon,M,100,0,404,404
2014,Conrad,M,100,0,402,402
2014,Jaylee,F,100,402,0,402
2014,Raquel,F,100,402,0,402
2014,Siena,F,100,401,0,401
2014,Brett,M,96,17,383,400
2014,Ernesto,M,100,0,400,400
2014,Ivory,F,92,368,32,400
2014,Tegan,F,81,323,77,400
2014,Byron,M,100,0,399,399
2014,Carmelo,M,100,0,399,399
2014,Desiree,F,100,398,0,398
2014,Finnley,M,65,139,259,398
2014,Hadassah,F,100,398,0,398
2014,Aliana,F,100,397,0,397
2014,Neil,M,100,0,397,397
2014,Amiya,F,100,396,0,396
2014,Isis,F,100,396,0,396
2014,Zaniyah,F,100,396,0,396
2014,Rowen,M,74,103,292,395
2014,Blaine,M,95,20,374,394
2014,Devyn,F,65,255,139,394
2014,Rayden,M,94,24,370,394
2014,Avah,F,100,393,0,393
2014,Zain,M,95,21,372,393
2014,Amia,F,100,392,0,392
2014,Cindy,F,100,391,0,391
2014,Eileen,F,100,391,0,391
2014,Madyson,F,100,391,0,391
2014,Averi,F,95,372,18,390
2014,Tomas,M,100,0,390,390
2014,Celine,F,100,389,0,389
2014,Dana,F,91,353,36,389
2014,Simone,F,98,381,8,389
2014,Aryana,F,100,388,0,388
2014,Elin,F,98,379,9,388
2014,Everleigh,F,100,388,0,388
2014,Isabela,F,100,387,0,387
2014,Lionel,M,100,0,387,387
2014,Brodie,M,96,17,369,386
2014,Kasey,F,64,246,140,386
2014,Reyna,F,100,386,0,386
2014,Teresa,F,100,386,0,386
2014,Jolene,F,100,385,0,385
2014,Keagan,M,82,71,314,385
2014,Marjorie,F,100,385,0,385
2014,Myah,F,100,385,0,385
2014,Tori,F,98,378,7,385
2014,Leonard,M,100,0,384,384
2014,Rex,M,100,0,384,384
2014,Clare,F,100,383,0,383
2014,Claudia,F,100,383,0,383
2014,Jeffery,M,100,0,383,383
2014,Duke,M,100,0,382,382
2014,Leanna,F,100,382,0,382
2014,Noemi,F,100,382,0,382
2014,Corinne,F,100,381,0,381
2014,Sylas,M,100,0,381,381
2014,Alia,F,100,380,0,380
2014,Brenda,F,100,380,0,380
2014,Collins,F,86,327,53,380
2014,Dorothy,F,100,380,0,380
2014,Emilie,F,100,380,0,380
2014,Kingsley,M,81,71,308,379
2014,Tripp,M,100,0,378,378
2014,Bruno,M,100,0,377,377
2014,Martha,F,100,377,0,377
2014,Saylor,F,93,350,27,377
2014,Zechariah,M,100,0,377,377
2014,Ally,F,100,376,0,376
2014,Arely,F,100,376,0,376
2014,Leona,F,100,376,0,376
2014,Melvin,M,100,0,376,376
2014,Patricia,F,100,376,0,376
2014,Branson,M,100,0,375,375
2014,Thalia,F,100,375,0,375
2014,Carolyn,F,100,374,0,374
2014,Jon,M,100,0,374,374
2014,Julien,M,100,0,374,374
2014,Nataly,F,100,373,0,373
2014,Paityn,F,100,373,0,373
2014,Shayla,F,100,373,0,373
2014,Briley,F,85,318,54,372
2014,Guillermo,M,100,0,372,372
2014,Jazlynn,F,100,372,0,372
2014,Margot,F,100,372,0,372
2014,Austyn,F,65,240,131,371
2014,Lee,M,94,23,348,371
2014,Lisa,F,100,371,0,371
2014,Ellison,F,81,300,70,370
2014,Lizbeth,F,100,370,0,370
2014,Nancy,F,100,369,0,369
2014,Deborah,F,100,368,0,368
2014,Edison,M,97,10,358,368
2014,Khaleesi,F,100,368,0,368
2014,Crew,M,100,0,367,367
2014,Meadow,F,100,367,0,367
2014,Yareli,F,100,367,0,367
2014,Farrah,F,100,366,0,366
2014,Kori,F,92,338,28,366
2014,Milania,F,100,366,0,366
2014,Dominique,M,61,144,221,365
2014,Janessa,F,100,365,0,365
2014,Kelvin,M,100,0,365,365
2014,Milana,F,100,365,0,365
2014,Stanley,M,100,0,365,365
2014,Zoie,F,100,363,0,363
2014,Adele,F,100,362,0,362
2014,Clarissa,F,100,362,0,362
2014,Cory,M,98,9,353,362
2014,Dayton,M,95,17,345,362
2014,Lina,F,100,362,0,362
2014,Sariah,F,100,362,0,362
2014,Emmalynn,F,100,361,0,361
2014,Galilea,F,100,361,0,361
2014,Hailee,F,100,361,0,361
2014,Halle,F,100,361,0,361
2014,Kamdyn,M,68,114,247,361
2014,Elian,M,98,8,352,360
2014,Giana,F,100,359,0,359
2014,Holland,F,84,302,57,359
2014,Lucca,M,89,40,319,359
2014,Terrance,M,100,0,359,359
2014,Thea,F,100,359,0,359
2014,Denise,F,100,358,0,358
2014,Naya,F,100,358,0,358
2014,Demetrius,M,100,0,357,357
2014,Kristina,F,100,357,0,357
2014,Liv,F,100,357,0,357
2014,Nathaly,F,100,357,0,357
2014,Ronnie,M,87,47,310,357
2014,Wendy,F,100,357,0,357
2014,Amos,M,100,0,356,356
2014,Cayson,M,100,0,356,356
2014,Joyce,F,98,349,7,356
2014,Aubrielle,F,100,355,0,355
2014,Brenna,F,100,355,0,355
2014,Danika,F,100,355,0,355
2014,Omari,M,96,15,340,355
2014,Rodney,M,100,0,355,355
2014,Alden,M,94,20,334,354
